index,RLU,TotHour,cell.line,well,drug1,drug1.conc,drug1.units,log_RLU
357,21211,80.8925,CORL279,E07,AMG-900,3.91E-08,M,9.962275194
358,13233,92.58583333,CORL279,E07,AMG-900,3.91E-08,M,9.490468989
359,11278,109.2136111,CORL279,E07,AMG-900,3.91E-08,M,9.330609204
360,30459,0,CORL279,E08,AMG-900,9.77E-09,M,10.3241368
361,42443,10.77222222,CORL279,E08,AMG-900,9.77E-09,M,10.65591728
362,74947,35.59333333,CORL279,E08,AMG-900,9.77E-09,M,11.22453648
363,63257,47.55361111,CORL279,E08,AMG-900,9.77E-09,M,11.05496107
364,39275,60.75861111,CORL279,E08,AMG-900,9.77E-09,M,10.57834346
365,20815,80.8925,CORL279,E08,AMG-900,9.77E-09,M,9.94342916
366,9952,92.58583333,CORL279,E08,AMG-900,9.77E-09,M,9.205528815
367,8411,109.2136111,CORL279,E08,AMG-900,9.77E-09,M,9.037295652
368,29109,0,CORL279,E09,AMG-900,2.44E-09,M,10.27880268
369,55938,10.77222222,CORL279,E09,AMG-900,2.44E-09,M,10.93199921
370,81109,35.59333333,CORL279,E09,AMG-900,2.44E-09,M,11.30354921
371,58063,47.55361111,CORL279,E09,AMG-900,2.44E-09,M,10.96928391
372,35878,60.75861111,CORL279,E09,AMG-900,2.44E-09,M,10.48787957
373,18873,80.8925,CORL279,E09,AMG-900,2.44E-09,M,9.845487608
374,12182,92.58583333,CORL279,E09,AMG-900,2.44E-09,M,9.407714731
375,6878,109.2136111,CORL279,E09,AMG-900,2.44E-09,M,8.836083191
376,27666,0,CORL279,E10,AMG-900,6.10E-10,M,10.2279595
377,52263,10.77222222,CORL279,E10,AMG-900,6.10E-10,M,10.86404394
378,77055,35.59333333,CORL279,E10,AMG-900,6.10E-10,M,11.25227473
379,71065,47.55361111,CORL279,E10,AMG-900,6.10E-10,M,11.17135023
380,45770,60.75861111,CORL279,E10,AMG-900,6.10E-10,M,10.73138413
381,31627,80.8925,CORL279,E10,AMG-900,6.10E-10,M,10.36176647
382,17645,92.58583333,CORL279,E10,AMG-900,6.10E-10,M,9.778207736
383,13805,109.2136111,CORL279,E10,AMG-900,6.10E-10,M,9.532786124
384,35278,0,CORL279,E11,AMG-900,1.53E-10,M,10.47101482
385,46288,10.77222222,CORL279,E11,AMG-900,1.53E-10,M,10.74263803
386,90039,35.59333333,CORL279,E11,AMG-900,1.53E-10,M,11.40799819
387,89330,47.55361111,CORL279,E11,AMG-900,1.53E-10,M,11.40009266
388,56708,60.75861111,CORL279,E11,AMG-900,1.53E-10,M,10.94567057
389,38446,80.8925,CORL279,E11,AMG-900,1.53E-10,M,10.55700994
390,30722,92.58583333,CORL279,E11,AMG-900,1.53E-10,M,10.33273429
391,24203,109.2136111,CORL279,E11,AMG-900,1.53E-10,M,10.09423187
392,29866,0,CORL279,E12,AMG-900,0,M,10.30447599
393,45471,10.77222222,CORL279,E12,AMG-900,0,M,10.72483004
394,100648,35.59333333,CORL279,E12,AMG-900,0,M,11.51938456
395,94996,47.55361111,CORL279,E12,AMG-900,0,M,11.46159006
396,77648,60.75861111,CORL279,E12,AMG-900,0,M,11.25994107
397,61048,80.8925,CORL279,E12,AMG-900,0,M,11.01941572
398,39189,92.58583333,CORL279,E12,AMG-900,0,M,10.57615137
399,25797,109.2136111,CORL279,E12,AMG-900,0,M,10.15801349
400,18412,0,CORL279,E13,TAK-901,1.00E-05,M,9.820757905
401,6477,10.77222222,CORL279,E13,TAK-901,1.00E-05,M,8.776012719
402,3812,35.59333333,CORL279,E13,TAK-901,1.00E-05,M,8.245909265
403,3042,47.55361111,CORL279,E13,TAK-901,1.00E-05,M,8.020270473
404,3057,60.75861111,CORL279,E13,TAK-901,1.00E-05,M,8.025189322
405,3019,80.8925,CORL279,E13,TAK-901,1.00E-05,M,8.01268093
406,3152,92.58583333,CORL279,E13,TAK-901,1.00E-05,M,8.055792451
407,4655,109.2136111,CORL279,E13,TAK-901,1.00E-05,M,8.44569719
408,25720,0,CORL279,E14,TAK-901,2.50E-06,M,10.15502418
409,13469,10.77222222,CORL279,E14,TAK-901,2.50E-06,M,9.508146028
410,4680,35.59333333,CORL279,E14,TAK-901,2.50E-06,M,8.451053389
411,4611,47.55361111,CORL279,E14,TAK-901,2.50E-06,M,8.436200032
412,3285,60.75861111,CORL279,E14,TAK-901,2.50E-06,M,8.097121931
413,2389,80.8925,CORL279,E14,TAK-901,2.50E-06,M,7.778630147
414,2493,92.58583333,CORL279,E14,TAK-901,2.50E-06,M,7.821242084
415,3824,109.2136111,CORL279,E14,TAK-901,2.50E-06,M,8.249052274
416,25264,0,CORL279,E15,TAK-901,6.25E-07,M,10.13713574
417,23986,10.77222222,CORL279,E15,TAK-901,6.25E-07,M,10.08522561
418,27788,35.59333333,CORL279,E15,TAK-901,6.25E-07,M,10.23235955
419,20210,47.55361111,CORL279,E15,TAK-901,6.25E-07,M,9.91393281
420,21496,60.75861111,CORL279,E15,TAK-901,6.25E-07,M,9.97562215
421,14353,80.8925,CORL279,E15,TAK-901,6.25E-07,M,9.571714259
422,9768,92.58583333,CORL279,E15,TAK-901,6.25E-07,M,9.186867016
423,9680,109.2136111,CORL279,E15,TAK-901,6.25E-07,M,9.17781718
424,27544,0,CORL279,E16,TAK-901,1.56E-07,M,10.22354001
425,42303,10.77222222,CORL279,E16,TAK-901,1.56E-07,M,10.65261328
426,65794,35.59333333,CORL279,E16,TAK-901,1.56E-07,M,11.09428393
427,63667,47.55361111,CORL279,E16,TAK-901,1.56E-07,M,11.06142165
428,57653,60.75861111,CORL279,E16,TAK-901,1.56E-07,M,10.96219756
429,41996,80.8925,CORL279,E16,TAK-901,1.56E-07,M,10.64532965
430,32252,92.58583333,CORL279,E16,TAK-901,1.56E-07,M,10.38133534
431,27246,109.2136111,CORL279,E16,TAK-901,1.56E-07,M,10.212662
432,30443,0,CORL279,E17,TAK-901,3.91E-08,M,10.32361136
433,46723,10.77222222,CORL279,E17,TAK-901,3.91E-08,M,10.75199183
434,69948,35.59333333,CORL279,E17,TAK-901,3.91E-08,M,11.15550739
435,78461,47.55361111,CORL279,E17,TAK-901,3.91E-08,M,11.27035697
436,66751,60.75861111,CORL279,E17,TAK-901,3.91E-08,M,11.10872456
437,40586,80.8925,CORL279,E17,TAK-901,3.91E-08,M,10.61117846
438,23225,92.58583333,CORL279,E17,TAK-901,3.91E-08,M,10.05298456
439,20330,109.2136111,CORL279,E17,TAK-901,3.91E-08,M,9.919852907
440,31177,0,CORL279,E18,TAK-901,9.77E-09,M,10.34743592
441,46365,10.77222222,CORL279,E18,TAK-901,9.77E-09,M,10.74430014
442,100147,35.59333333,CORL279,E18,TAK-901,9.77E-09,M,11.51439439
443,110099,47.55361111,CORL279,E18,TAK-901,9.77E-09,M,11.60913524
444,150219,60.75861111,CORL279,E18,TAK-901,9.77E-09,M,11.91984951
445,135354,80.8925,CORL279,E18,TAK-901,9.77E-09,M,11.81564885
446,159305,92.58583333,CORL279,E18,TAK-901,9.77E-09,M,11.97857588
447,140077,109.2136111,CORL279,E18,TAK-901,9.77E-09,M,11.84994755
448,29454,0,CORL279,E19,TAK-901,2.44E-09,M,10.290585
449,50407,10.77222222,CORL279,E19,TAK-901,2.44E-09,M,10.82788533
450,106672,35.59333333,CORL279,E19,TAK-901,2.44E-09,M,11.57751398
451,147993,47.55361111,CORL279,E19,TAK-901,2.44E-09,M,11.90492025
452,157700,60.75861111,CORL279,E19,TAK-901,2.44E-09,M,11.96844977
453,184802,80.8925,CORL279,E19,TAK-901,2.44E-09,M,12.12704026
454,199730,92.58583333,CORL279,E19,TAK-901,2.44E-09,M,12.20472173
455,200773,109.2136111,CORL279,E19,TAK-901,2.44E-09,M,12.2099302
456,24625,0,CORL279,E20,TAK-901,6.10E-10,M,10.11151747
457,47259,10.77222222,CORL279,E20,TAK-901,6.10E-10,M,10.76339839
458,105625,35.59333333,CORL279,E20,TAK-901,6.10E-10,M,11.56765036
459,120069,47.55361111,CORL279,E20,TAK-901,6.10E-10,M,11.69582186
460,175699,60.75861111,CORL279,E20,TAK-901,6.10E-10,M,12.07652758
461,154590,80.8925,CORL279,E20,TAK-901,6.10E-10,M,11.94853173
462,170698,92.58583333,CORL279,E20,TAK-901,6.10E-10,M,12.04765119
463,205373,109.2136111,CORL279,E20,TAK-901,6.10E-10,M,12.23258312
464,30266,0,CORL279,E21,TAK-901,1.53E-10,M,10.31778025
465,44801,10.77222222,CORL279,E21,TAK-901,1.53E-10,M,10.70998574
466,94908,35.59333333,CORL279,E21,TAK-901,1.53E-10,M,11.46066328
467,149250,47.55361111,CORL279,E21,TAK-901,1.53E-10,M,11.91337803
468,166408,60.75861111,CORL279,E21,TAK-901,1.53E-10,M,12.02219788
469,176233,80.8925,CORL279,E21,TAK-901,1.53E-10,M,12.07956226
470,182599,92.58583333,CORL279,E21,TAK-901,1.53E-10,M,12.11504777
471,218734,109.2136111,CORL279,E21,TAK-901,1.53E-10,M,12.29561166
472,25437,0,CORL279,E22,TAK-901,0,M,10.14396009
473,41863,10.77222222,CORL279,E22,TAK-901,0,M,10.64215766
474,92938,35.59333333,CORL279,E22,TAK-901,0,M,11.43968788
475,128823,47.55361111,CORL279,E22,TAK-901,0,M,11.76619465
476,140838,60.75861111,CORL279,E22,TAK-901,0,M,11.85536557
477,184881,80.8925,CORL279,E22,TAK-901,0,M,12.12746765
478,169651,92.58583333,CORL279,E22,TAK-901,0,M,12.04149866
479,191828,109.2136111,CORL279,E22,TAK-901,0,M,12.16435442
480,19259,0,CORL279,F03,barasertib,1.00E-05,M,9.865733763
481,39677,10.77222222,CORL279,F03,barasertib,1.00E-05,M,10.58852695
482,46669,35.59333333,CORL279,F03,barasertib,1.00E-05,M,10.75083541
483,25391,47.55361111,CORL279,F03,barasertib,1.00E-05,M,10.14215006
484,11153,60.75861111,CORL279,F03,barasertib,1.00E-05,M,9.319463799
485,5600,80.8925,CORL279,F03,barasertib,1.00E-05,M,8.630521877
486,4775,92.58583333,CORL279,F03,barasertib,1.00E-05,M,8.471149253
487,3720,109.2136111,CORL279,F03,barasertib,1.00E-05,M,8.221478947
488,29681,0,CORL279,F04,barasertib,2.50E-06,M,10.29826239
489,44538,10.77222222,CORL279,F04,barasertib,2.50E-06,M,10.70409804
490,61861,35.59333333,CORL279,F04,barasertib,2.50E-06,M,11.03264521
491,49775,47.55361111,CORL279,F04,barasertib,2.50E-06,M,10.81526813
492,25913,60.75861111,CORL279,F04,barasertib,2.50E-06,M,10.16250005
493,9795,80.8925,CORL279,F04,barasertib,2.50E-06,M,9.18962733
494,9832,92.58583333,CORL279,F04,barasertib,2.50E-06,M,9.193397651
495,6390,109.2136111,CORL279,F04,barasertib,2.50E-06,M,8.762489547
496,26033,0,CORL279,F05,barasertib,6.25E-07,M,10.16712024
497,40006,10.77222222,CORL279,F05,barasertib,6.25E-07,M,10.59678472
498,70388,35.59333333,CORL279,F05,barasertib,6.25E-07,M,11.16177807
499,64906,47.55361111,CORL279,F05,barasertib,6.25E-07,M,11.08069535
500,48815,60.75861111,CORL279,F05,barasertib,6.25E-07,M,10.79579292
501,28297,80.8925,CORL279,F05,barasertib,6.25E-07,M,10.25051107
502,16385,92.58583333,CORL279,F05,barasertib,6.25E-07,M,9.704121561
503,11974,109.2136111,CORL279,F05,barasertib,6.25E-07,M,9.390492911
504,27440,0,CORL279,F06,barasertib,1.56E-07,M,10.21975708
505,45674,10.77222222,CORL279,F06,barasertib,1.56E-07,M,10.72928449
506,67779,35.59333333,CORL279,F06,barasertib,1.56E-07,M,11.12400769
507,48875,47.55361111,CORL279,F06,barasertib,1.56E-07,M,10.7970213
508,32210,60.75861111,CORL279,F06,barasertib,1.56E-07,M,10.38003224
509,16407,80.8925,CORL279,F06,barasertib,1.56E-07,M,9.705463352
510,6229,92.58583333,CORL279,F06,barasertib,1.56E-07,M,8.736971085
511,7124,109.2136111,CORL279,F06,barasertib,1.56E-07,M,8.871224644
512,21863,0,CORL279,F07,barasertib,3.91E-08,M,9.992550989
513,46024,10.77222222,CORL279,F07,barasertib,3.91E-08,M,10.73691828
514,69676,35.59333333,CORL279,F07,barasertib,3.91E-08,M,11.1516112
515,50199,47.55361111,CORL279,F07,barasertib,3.91E-08,M,10.82375039
516,43447,60.75861111,CORL279,F07,barasertib,3.91E-08,M,10.67929708
517,22913,80.8925,CORL279,F07,barasertib,3.91E-08,M,10.03945971
518,14305,92.58583333,CORL279,F07,barasertib,3.91E-08,M,9.568364405
519,10428,109.2136111,CORL279,F07,barasertib,3.91E-08,M,9.252249775
520,34890,0,CORL279,F08,barasertib,9.77E-09,M,10.45995553
521,48876,10.77222222,CORL279,F08,barasertib,9.77E-09,M,10.79704176
522,80925,35.59333333,CORL279,F08,barasertib,9.77E-09,M,11.30127808
523,75893,47.55361111,CORL279,F08,barasertib,9.77E-09,M,11.23707973
524,68434,60.75861111,CORL279,F08,barasertib,9.77E-09,M,11.13362506
525,48072,80.8925,CORL279,F08,barasertib,9.77E-09,M,10.78045517
526,30540,92.58583333,CORL279,F08,barasertib,9.77E-09,M,10.32679258
527,31879,109.2136111,CORL279,F08,barasertib,9.77E-09,M,10.36970276
528,30581,0,CORL279,F09,barasertib,2.44E-09,M,10.32813418
529,41911,10.77222222,CORL279,F09,barasertib,2.44E-09,M,10.6433036
530,86818,35.59333333,CORL279,F09,barasertib,2.44E-09,M,11.37156925
531,119375,47.55361111,CORL279,F09,barasertib,2.44E-09,M,11.69002508
532,100494,60.75861111,CORL279,F09,barasertib,2.44E-09,M,11.5178533
533,69934,80.8925,CORL279,F09,barasertib,2.44E-09,M,11.15530722
534,48836,92.58583333,CORL279,F09,barasertib,2.44E-09,M,10.79622302
535,27583,109.2136111,CORL279,F09,barasertib,2.44E-09,M,10.22495492
536,35330,0,CORL279,F10,barasertib,6.10E-10,M,10.47248774
537,49250,10.77222222,CORL279,F10,barasertib,6.10E-10,M,10.80466465
538,90803,35.59333333,CORL279,F10,barasertib,6.10E-10,M,11.4164476
539,96847,47.55361111,CORL279,F10,barasertib,6.10E-10,M,11.48088769
540,110680,60.75861111,CORL279,F10,barasertib,6.10E-10,M,11.61439843
541,66144,80.8925,CORL279,F10,barasertib,6.10E-10,M,11.09958946
542,35254,92.58583333,CORL279,F10,barasertib,6.10E-10,M,10.47033428
543,24287,109.2136111,CORL279,F10,barasertib,6.10E-10,M,10.09769651
544,26499,0,CORL279,F11,barasertib,1.53E-10,M,10.18486228
545,45672,10.77222222,CORL279,F11,barasertib,1.53E-10,M,10.7292407
546,105911,35.59333333,CORL279,F11,barasertib,1.53E-10,M,11.5703544
547,128222,47.55361111,CORL279,F11,barasertib,1.53E-10,M,11.76151842
548,104246,60.75861111,CORL279,F11,barasertib,1.53E-10,M,11.55450877
549,81116,80.8925,CORL279,F11,barasertib,1.53E-10,M,11.30363551
550,54570,92.58583333,CORL279,F11,barasertib,1.53E-10,M,10.90723956
551,35203,109.2136111,CORL279,F11,barasertib,1.53E-10,M,10.46888659
552,27049,0,CORL279,F12,barasertib,0,M,10.20540532
553,42405,10.77222222,CORL279,F12,barasertib,0,M,10.65502156
554,89131,35.59333333,CORL279,F12,barasertib,0,M,11.39786248
555,86034,47.55361111,CORL279,F12,barasertib,0,M,11.36249785
556,103946,60.75861111,CORL279,F12,barasertib,0,M,11.55162681
557,82524,80.8925,CORL279,F12,barasertib,0,M,11.32084444
558,58795,92.58583333,CORL279,F12,barasertib,0,M,10.9818121
559,48531,109.2136111,CORL279,F12,barasertib,0,M,10.78995805
560,4981,0,CORL279,F13,YM-155,1.00E-05,M,8.513385953
561,1734,10.77222222,CORL279,F13,YM-155,1.00E-05,M,7.458186157
562,1857,35.59333333,CORL279,F13,YM-155,1.00E-05,M,7.526717561
563,1744,47.55361111,CORL279,F13,YM-155,1.00E-05,M,7.463936604
564,2070,60.75861111,CORL279,F13,YM-155,1.00E-05,M,7.635303886
565,2229,80.8925,CORL279,F13,YM-155,1.00E-05,M,7.709308333
566,1817,92.58583333,CORL279,F13,YM-155,1.00E-05,M,7.504942068
567,2582,109.2136111,CORL279,F13,YM-155,1.00E-05,M,7.856319571
568,5319,0,CORL279,F14,YM-155,2.50E-06,M,8.579040595
569,559,10.77222222,CORL279,F14,YM-155,2.50E-06,M,6.326149473
570,1850,35.59333333,CORL279,F14,YM-155,2.50E-06,M,7.522940918
571,3076,47.55361111,CORL279,F14,YM-155,2.50E-06,M,8.031385331
572,1318,60.75861111,CORL279,F14,YM-155,2.50E-06,M,7.183870715
573,1158,80.8925,CORL279,F14,YM-155,2.50E-06,M,7.054449658
574,1460,92.58583333,CORL279,F14,YM-155,2.50E-06,M,7.286191715
575,1757,109.2136111,CORL279,F14,YM-155,2.50E-06,M,7.471363088
576,7118,0,CORL279,F15,YM-155,6.25E-07,M,8.870382066
577,1655,10.77222222,CORL279,F15,YM-155,6.25E-07,M,7.411556288
578,1659,35.59333333,CORL279,F15,YM-155,6.25E-07,M,7.41397029
579,1203,47.55361111,CORL279,F15,YM-155,6.25E-07,M,7.092573716
580,1147,60.75861111,CORL279,F15,YM-155,6.25E-07,M,7.044905117
581,1827,80.8925,CORL279,F15,YM-155,6.25E-07,M,7.510430556
582,1436,92.58583333,CORL279,F15,YM-155,6.25E-07,M,7.26961675
583,2211,109.2136111,CORL279,F15,YM-155,6.25E-07,M,7.701200181
584,17540,0,CORL279,F16,YM-155,1.56E-07,M,9.772239266
585,4422,10.77222222,CORL279,F16,YM-155,1.56E-07,M,8.394347361
586,2382,35.59333333,CORL279,F16,YM-155,1.56E-07,M,7.77569575
587,3782,47.55361111,CORL279,F16,YM-155,1.56E-07,M,8.238008249
588,3191,60.75861111,CORL279,F16,YM-155,1.56E-07,M,8.068089626
589,1340,80.8925,CORL279,F16,YM-155,1.56E-07,M,7.200424893
590,2011,92.58583333,CORL279,F16,YM-155,1.56E-07,M,7.60638739
591,2421,109.2136111,CORL279,F16,YM-155,1.56E-07,M,7.791935957
592,22558,0,CORL279,F17,YM-155,3.91E-08,M,10.02384505
593,20192,10.77222222,CORL279,F17,YM-155,3.91E-08,M,9.913041765
594,7406,35.59333333,CORL279,F17,YM-155,3.91E-08,M,8.910045761
595,8033,47.55361111,CORL279,F17,YM-155,3.91E-08,M,8.991313336
596,4808,60.75861111,CORL279,F17,YM-155,3.91E-08,M,8.478036476
597,5103,80.8925,CORL279,F17,YM-155,3.91E-08,M,8.537583881
598,3793,92.58583333,CORL279,F17,YM-155,3.91E-08,M,8.240912542
599,4952,109.2136111,CORL279,F17,YM-155,3.91E-08,M,8.507546814
600,26897,0,CORL279,F18,YM-155,9.77E-09,M,10.19977004
601,31028,10.77222222,CORL279,F18,YM-155,9.77E-09,M,10.3426453
602,19870,35.59333333,CORL279,F18,YM-155,9.77E-09,M,9.896966336
603,16087,47.55361111,CORL279,F18,YM-155,9.77E-09,M,9.685766771
604,12136,60.75861111,CORL279,F18,YM-155,9.77E-09,M,9.403931521
605,9996,80.8925,CORL279,F18,YM-155,9.77E-09,M,9.209940292
606,9968,92.58583333,CORL279,F18,YM-155,9.77E-09,M,9.207135241
607,9301,109.2136111,CORL279,F18,YM-155,9.77E-09,M,9.1378772
608,19422,0,CORL279,F19,YM-155,2.44E-09,M,9.874161723
609,34137,10.77222222,CORL279,F19,YM-155,2.44E-09,M,10.43813712
610,64731,35.59333333,CORL279,F19,YM-155,2.44E-09,M,11.0779955
611,76945,47.55361111,CORL279,F19,YM-155,2.44E-09,M,11.25084616
612,70773,60.75861111,CORL279,F19,YM-155,2.44E-09,M,11.16723285
613,71120,80.8925,CORL279,F19,YM-155,2.44E-09,M,11.17212387
614,71247,92.58583333,CORL279,F19,YM-155,2.44E-09,M,11.17390799
615,63891,109.2136111,CORL279,F19,YM-155,2.44E-09,M,11.06493379
616,27362,0,CORL279,F20,YM-155,6.10E-10,M,10.21691047
617,43716,10.77222222,CORL279,F20,YM-155,6.10E-10,M,10.68546945
618,108134,35.59333333,CORL279,F20,YM-155,6.10E-10,M,11.59112648
619,118958,47.55361111,CORL279,F20,YM-155,6.10E-10,M,11.68652577
620,169420,60.75861111,CORL279,F20,YM-155,6.10E-10,M,12.04013612
621,172698,80.8925,CORL279,F20,YM-155,6.10E-10,M,12.05929968
622,120502,92.58583333,CORL279,F20,YM-155,6.10E-10,M,11.69942163
623,171967,109.2136111,CORL279,F20,YM-155,6.10E-10,M,12.05505788
624,27220,0,CORL279,F21,YM-155,1.53E-10,M,10.21170728
625,42735,10.77222222,CORL279,F21,YM-155,1.53E-10,M,10.66277354
626,88017,35.59333333,CORL279,F21,YM-155,1.53E-10,M,11.38528526
627,129142,47.55361111,CORL279,F21,YM-155,1.53E-10,M,11.76866785
628,141613,60.75861111,CORL279,F21,YM-155,1.53E-10,M,11.86085326
629,160669,80.8925,CORL279,F21,YM-155,1.53E-10,M,11.98710163
630,178722,92.58583333,CORL279,F21,YM-155,1.53E-10,M,12.0935868
631,199845,109.2136111,CORL279,F21,YM-155,1.53E-10,M,12.20529735
632,27045,0,CORL279,F22,YM-155,0,M,10.20525742
633,49932,10.77222222,CORL279,F22,YM-155,0,M,10.81841736
634,97580,35.59333333,CORL279,F22,YM-155,0,M,11.48842783
635,114374,47.55361111,CORL279,F22,YM-155,0,M,11.64722906
636,169027,60.75861111,CORL279,F22,YM-155,0,M,12.03781374
637,187388,80.8925,CORL279,F22,YM-155,0,M,12.14093661
638,200683,92.58583333,CORL279,F22,YM-155,0,M,12.20948183
639,194300,109.2136111,CORL279,F22,YM-155,0,M,12.17715864
640,25081,0,CORL279,G03,barasertib,1.00E-05,M,10.12986587
641,43147,10.77222222,CORL279,G03,barasertib,1.00E-05,M,10.67236817
642,44201,35.59333333,CORL279,G03,barasertib,1.00E-05,M,10.69650269
643,32667,47.55361111,CORL279,G03,barasertib,1.00E-05,M,10.39412067
644,13905,60.75861111,CORL279,G03,barasertib,1.00E-05,M,9.540003767
645,6261,80.8925,CORL279,G03,barasertib,1.00E-05,M,8.742095196
646,4870,92.58583333,CORL279,G03,barasertib,1.00E-05,M,8.490849216
647,2907,109.2136111,CORL279,G03,barasertib,1.00E-05,M,7.974876901
648,27429,0,CORL279,G04,barasertib,2.50E-06,M,10.21935613
649,40409,10.77222222,CORL279,G04,barasertib,2.50E-06,M,10.60680781
650,62413,35.59333333,CORL279,G04,barasertib,2.50E-06,M,11.04152887
651,46097,47.55361111,CORL279,G04,barasertib,2.50E-06,M,10.73850315
652,23939,60.75861111,CORL279,G04,barasertib,2.50E-06,M,10.08326421
653,10112,80.8925,CORL279,G04,barasertib,2.50E-06,M,9.221478116
654,8513,92.58583333,CORL279,G04,barasertib,2.50E-06,M,9.049349686
655,4669,109.2136111,CORL279,G04,barasertib,2.50E-06,M,8.448700195
656,36573,0,CORL279,G05,barasertib,6.25E-07,M,10.50706554
657,42486,10.77222222,CORL279,G05,barasertib,6.25E-07,M,10.65692989
658,77365,35.59333333,CORL279,G05,barasertib,6.25E-07,M,11.25628976
659,57115,47.55361111,CORL279,G05,barasertib,6.25E-07,M,10.95282206
660,33382,60.75861111,CORL279,G05,barasertib,6.25E-07,M,10.41577211
661,17715,80.8925,CORL279,G05,barasertib,6.25E-07,M,9.782167017
662,9592,92.58583333,CORL279,G05,barasertib,6.25E-07,M,9.168684697
663,6219,109.2136111,CORL279,G05,barasertib,6.25E-07,M,8.735364401
664,29802,0,CORL279,G06,barasertib,1.56E-07,M,10.30233078
665,46176,10.77222222,CORL279,G06,barasertib,1.56E-07,M,10.74021546
666,74305,35.59333333,CORL279,G06,barasertib,1.56E-07,M,11.21593352
667,53371,47.55361111,CORL279,G06,barasertib,1.56E-07,M,10.88502281
668,40873,60.75861111,CORL279,G06,barasertib,1.56E-07,M,10.61822498
669,24780,80.8925,CORL279,G06,barasertib,1.56E-07,M,10.11779216
670,10643,92.58583333,CORL279,G06,barasertib,1.56E-07,M,9.272657678
671,8163,109.2136111,CORL279,G06,barasertib,1.56E-07,M,9.007367027
672,33657,0,CORL279,G07,barasertib,3.91E-08,M,10.42397634
673,51776,10.77222222,CORL279,G07,barasertib,3.91E-08,M,10.854682
674,66615,35.59333333,CORL279,G07,barasertib,3.91E-08,M,11.10668506
675,63253,47.55361111,CORL279,G07,barasertib,3.91E-08,M,11.05489784
676,41416,60.75861111,CORL279,G07,barasertib,3.91E-08,M,10.63142256
677,21547,80.8925,CORL279,G07,barasertib,3.91E-08,M,9.977991875
678,15352,92.58583333,CORL279,G07,barasertib,3.91E-08,M,9.639001038
679,7551,109.2136111,CORL279,G07,barasertib,3.91E-08,M,8.929435284
680,32134,0,CORL279,G08,barasertib,9.77E-09,M,10.37766994
681,46971,10.77222222,CORL279,G08,barasertib,9.77E-09,M,10.75728567
682,75168,35.59333333,CORL279,G08,barasertib,9.77E-09,M,11.22748089
683,73191,47.55361111,CORL279,G08,barasertib,9.77E-09,M,11.20082774
684,56166,60.75861111,CORL279,G08,barasertib,9.77E-09,M,10.93606687
685,29501,80.8925,CORL279,G08,barasertib,9.77E-09,M,10.29217944
686,22936,92.58583333,CORL279,G08,barasertib,9.77E-09,M,10.04046301
687,10837,109.2136111,CORL279,G08,barasertib,9.77E-09,M,9.290721484
688,34822,0,CORL279,G09,barasertib,2.44E-09,M,10.45800465
689,50231,10.77222222,CORL279,G09,barasertib,2.44E-09,M,10.82438764
690,100483,35.59333333,CORL279,G09,barasertib,2.44E-09,M,11.51774384
691,99180,47.55361111,CORL279,G09,barasertib,2.44E-09,M,11.50469166
692,67264,60.75861111,CORL279,G09,barasertib,2.44E-09,M,11.11638045
693,19426,80.8925,CORL279,G09,barasertib,2.44E-09,M,9.874367654
694,8396,92.58583333,CORL279,G09,barasertib,2.44E-09,M,9.035510681
695,4482,109.2136111,CORL279,G09,barasertib,2.44E-09,M,8.407824654
696,35500,0,CORL279,G10,barasertib,6.10E-10,M,10.47728798
697,51765,10.77222222,CORL279,G10,barasertib,6.10E-10,M,10.85446952
698,110871,35.59333333,CORL279,G10,barasertib,6.10E-10,M,11.61612264
699,139921,47.55361111,CORL279,G10,barasertib,6.10E-10,M,11.84883326
700,82172,60.75861111,CORL279,G10,barasertib,6.10E-10,M,11.31656989
701,17707,80.8925,CORL279,G10,barasertib,6.10E-10,M,9.781715321
702,5707,92.58583333,CORL279,G10,barasertib,6.10E-10,M,8.649448771
703,7446,109.2136111,CORL279,G10,barasertib,6.10E-10,M,8.915432254
